,diarynum,entry_year,entry_id,text,0,1,2,entry_type
18,12.0,1906.0,139863,"Насчет земли горячо говорил Горемыка, сказав, что этот закон о земле был издан манифестом от 3 ноября 1905 года, что правительство над ним работает, если же его внести в «основные законы», то это пахнет революцией, что тогда недолго ждать момента, когда над зданием, где они собраны сейчас царем, будет развеваться флаг с надписью «народное достояние».",0.095990576,-0.31700364,-0.25834,6
19,12.0,1906.0,139918,"Вспоминал Ухтомский 16 октября, канун пресловутого манифеста, как собрали редакторов в редакцию «Слова», как Пиленко встал на стол и читал завтрашний манифест, какой поднялся рев негодования, что мало дано, что не того ждали.",0.20426998,-0.37571388,-0.16327989,4
20,12.0,1906.0,139926,"Клингенберг вспоминал, как он, в бытность еще могилевским губернатором, за две недели до покушения на него был у царя, который сказал ему, между прочим, что он «понимает манифест 17 октября и конституцию совсем иначе, как здесь их понимают».",0.1725816,-0.33302015,-0.16834682,4
21,12.0,1907.0,139998,"По словам Булгакова, манифест весь надерган из статей Меньшикова в «Новом времени», Булгаков манифестом недоволен.",0.45693436,-0.6016379,-0.015036598,0
22,12.0,1907.0,139998,"Нам сказали за достоверное, что манифест написан самим Столыпиным и потому так уклончив, как сам Столыпин, что твердость в этом манифесте отсутствует.",0.052239906,-0.34149215,-0.33542982,7
23,12.0,1907.0,140000,Жаконе эту депешу назвал вторым манифестом.,0.21741886,-0.30860874,-0.081719354,4
24,12.0,1907.0,140003,"Сегодня Шамшина говорила, что Горемыкин рассказывал, что было несколько проектов Манифеста 17 октября, что царь колебался, но Витте самодержавно заявил, что надо подписать тот, который был обнародован, его манифест, — он и был подписан.",0.16980772,-0.32786295,-0.16753459,4
25,12.0,1907.0,140003,"Теперь же Витте от своей работы отказывается, хулит манифест.",0.1325238,-0.32788408,-0.21900678,4
26,12.0,1907.0,140010,"По словам Клейгельса, пока не вернутся к манифесту 6 августа, никакого толку из Думы не будет, что того же мнения и Горемыкин.",0.076289445,-0.32885015,-0.29423237,6
27,12.0,1908.0,140086,"И тут же он начал говорить про Мещерского, как 19 октября 1905 года, на другой день после выхода манифеста о свободах, он, Витте, был озабочен мыслью, как бы так устроить, чтобы поменьше дать возможность разыграться этим свободам.",0.098872274,-0.3321555,-0.26772398,6
28,13.0,1916.0,4773,Вечер дома за чтением брошюры Рождественского о юридической природе манифеста 17 октября.,0.06797209,-0.2596404,-0.24635822,6
29,16.0,1917.0,342566,Газеты принесли нам манифесты Стокгольмского сборища и наших советов по части окончания войны; какое надругание над Poccией!,-0.021948604,-0.08399379,-0.22215392,1
30,17.0,1924.0,7757,"Говорит, что будто по Москве ходит манифест Николая Николаевича.",0.166546,-0.3191137,-0.16416419,4
31,19.0,1905.0,226865,"И вдруг слышу голос стоящего рядом со мной бородатого жандарма, который говорит кому-то в штатском, что выпущен манифест свободы слова, союзов и вообще всех «свобод».",0.16660577,-0.3887728,-0.22810905,4
32,19.0,1905.0,226865,"В кабинете редактора (Шапиро) прочел, наконец, манифест!",0.4887897,-0.65606827,-0.03290257,0
33,30.0,1917.0,12071,"Вот и пришел прощальный, скорбный, полный благородных желаний манифест бедного Государя — об отречении.",0.14978227,-0.28012815,-0.15273856,4
34,49.0,1917.0,16938,"Вот этот манифест: «В дни великой борьбы с внешним врагом, стремящимся почти три года поработить нашу родину, Господу Богу угодно было ниспослать России новое тяжкое испытание.",-0.13748077,-0.30279708,-0.5226157,2
35,49.0,1917.0,16938,"Когда ему привезли последний манифест Николая Второго, он категорически отказался принять корону и только после уговоров заявил, что если Дума и народ пожелают, то он примет на себя лишь Регентство, впредь до созыва Учредительного Собрания.",0.09253702,-0.33040753,-0.2745027,6
36,49.0,1917.0,16940,В Ставке состоялось свидание Николая Второго с матерью и прочтение манифестов об отречении.,0.21417709,-0.23537673,-0.020514483,4
37,49.0,1917.0,16979,"Беру «Русское слово» за 11 мая и черпаю оттуда такие «приятные новости»: в газете «Труд» появилось следующее объявление, начинающееся словами: «Товарищи воры, грабители!» — далее, конечно, приглашение «объединиться» и т. д.  
По Петрограду разъезжает грузовой автомобиль, с которого женщины и дети разбрасывают «манифест к народам всего мира», подписанный каким-то «прапорщиком графом Головкиным-Хвощинским», начинавшийся словами: «Ослы!",0.096311666,-0.30359352,-0.24630049,6
38,49.0,1917.0,17021,Но старое министерство успело издать манифест о роспуске Финляндского Сейма и о новом созыве первого ноября.,0.09108974,-0.18674776,-0.15354945,4
39,49.0,1917.0,17079,"В пятницу 3-го ноября Военно-революционный комитет издал «манифест», в котором торжественно объявляет, что «после пятидневного кровавого боя враги народа, поднявшие вооруженную руку против революции, разбиты наголову.",-0.028560055,-0.25403306,-0.36436915,1
40,49.0,1918.0,17201,"На Урале они уничтожают рабочие советы, расстреливают их представителей руками чехословацких отрядов, содержимых на деньги французского народа… Мы чересчур долго покойно выносили издевательства представителей союзного империализма над советской Россией, мы позволяли тем, которые лизали когда-то сапоги царизма, оставаться в России, хотя они не признавали правительства рабочих.» И так далее, все в таком же роде, а впечатление какое-то смутное, хорошо не разберешься, что это за манифест, объявление войны «союзникам», что ли?",-0.02009872,-0.3013811,-0.39097553,2
41,49.0,1918.0,17203,Его манифест кончается четыреххвосткой для выборов через 6 месяцев Учредительного Собрания.,0.02640796,-0.14633824,-0.20791584,1
42,49.0,1919.0,17330,Председатель Исполнительного комитета коминтерна Г. Зиновьев выпустил «манифест» к пролетариям всего мира По поводу падения в Венгрии советской власти.,-0.0104225855,-0.20532234,-0.30361518,1
43,49.0,1920.0,17441,"Сегодня напечатан «манифест» Дзержинского, председателя ВЧК, что вследствие разгрома Колчака и Деникина признается возможным отменить «высшую меру наказания», т.е.",-0.054939575,-0.2236253,-0.373067,1
44,49.0,1920.0,17485,"Со своей стороны, Эберт и Носке от имени сверженного правительства выпустили манифест, в котором предлагают трудящимся ответить на государственный переворот — всеобщей забастовкой.",-0.035373285,-0.2427259,-0.3639198,1
45,49.0,1920.0,17514,"Петлюра выпустил манифест, призывающий украинский народ совместно с польской армией освободить Украину от советской власти.",-0.33506304,-0.0129256705,-0.8627258,1
46,49.0,1920.0,17545,"Комитеты выпустили манифесты, объявившие уже национализацию промышленности, земель, лесов и учреждение советов, и все прочее, приличествующее коммунистическим заповедям.",-0.29281762,-0.1703956,-0.8167356,1
47,49.0,1921.0,17604,"И начать бы этому гению свое спасительное дело таким манифестом или декретом: «Отдохни, измученный человек русской страны.",-0.10746341,-0.3039509,-0.49169633,2
48,53.0,1986.0,19302,"Только читая эссе Сноу о Диккенсе, осознал, что «Пиквик» — первый роман двадцатилетнего (!)",0.15130931,-0.55363643,-0.407362,3
49,73.0,1925.0,272144,"Оттуда перебрался в Псковскую губернию на родину, где жил до революции, по манифесту вернулся.",0.32203946,-0.34901506,0.0384804,4
50,73.0,1927.0,272254,"Он устроил вечер чтения своих вещей, и вещи эти (стихи, проза — художественная и публицистическая, манифесты) произвели на меня впечатление штампованной фанеры — банальная отделка поверхности.",-0.04626076,-0.44671875,-0.5308878,2
51,73.0,1930.0,272434,«Коммунистический манифест» Маркса-Энгельса.,-0.00033312285,-0.19430509,-0.28192177,1
52,76.0,1930.0,23787,"), семгу, осетрину и т. п.  
В Охотном ряду, после манифеста Сталина о головотяпстве, появилось было все, по высоким, правда, ценам.",0.27665448,-0.40667894,-0.08739918,4
53,76.0,1930.0,23809,"): суда не будет, к концу октября все будет разобрано в ГПУ, главные виновники будут наказаны 10-ю годами тяжелого заключения, другие — меньше, а совсем ни в чем не виновных подведут под «манифест» в связи с 7 ноября.",-0.26881477,-0.1504623,-0.56327957,1
54,77.0,1974.0,23816,Сборник эссе о литературе на манер Ходасевича.,0.15664259,-0.6996981,-0.5566734,3
55,85.0,1905.0,32681,"После его несчастного манифеста, который более похож был на объявление междоусобной войны, вдруг в тот же день рескрипт, насильно вырванный у него министрами с какими-то туманными обещаниями конституции и свободы.",0.10621127,-0.32628974,-0.2529104,4
56,85.0,1905.0,32688,"17 был издан манифест о свободе совести, печати, союзов, собраний и о том, что в Государственную думу будут приняты те лица, которые по первому манифесту в нее не принимались.",0.07785296,-0.2602864,-0.23378894,6
57,85.0,1905.0,32688,Саша с акушеркой 19-го попали в грандиозную манифестацию в Туле по этому поводу.,0.3065042,-0.3683882,-0.0042384057,4
58,85.0,1914.0,32715,"Сегодня читала второй манифест Николая II, речь его членам Государственной думы и Государственного совета.",0.17425928,-0.22835054,-0.07231101,4
59,95.0,1908.0,34058,"Дальше в качестве самого основного доказательства моей принадлежности к партии и моей деятельности в Польше фигурировали мои письма, написанные из Кракова в Цюрих в 1904 г. Прокурор мимоходом упомянул в своей речи, что эти письма были написаны из Варшавы; при этом он подчеркнул, что эти мои действия в 1904 г. не подлежат амнистии по октябрьскому манифесту 1905 г., так как амнистия касалась только первой, а не второй части 126-й статьи.",0.07165013,-0.2902685,-0.2673923,6
60,95.0,1908.0,34058,"Блестящая речь адвоката М., доказавшего, что письма были написаны из Кракова и что они уже хотя бы поэтому не могут повлечь за собой наказания, что амнистия распространялась на эти проступки (тогда по манифесту были освобождены от ответственности все обвиняемые в принадлежности к социал-демократии, так же как и привлекавшиеся по делу варшавской типографии социал-демократов), оставлена без ответа прокурором, настолько он был уверен в судьях, и судьи не обманули возлагаемых на них надежд.",0.017308367,-0.30544078,-0.34897363,8
61,95.0,1908.0,34058,"Необходимость применения второй части прокурор доказывал не программой и принципами партии, а отдельными фактами убийств, совершаемых отдельными организациями партии уже после издания манифеста; на этом же основании применена эта часть и к якобы доказанной принадлежности к партии до 1905 г., когда о боевых организациях и т. п. не могло быть и речи.",-0.026442273,-0.29271227,-0.39177546,2
62,100.0,1987.0,35316,"Это те, кто написал «манифест», или «декларацию», к Горбачеву.",0.036588226,-0.3388593,-0.35260645,8
63,100.0,1988.0,35476,"На пресс-конференции запустил я в массы мысль: «Почему от Губенко ждут какого-то театрального манифеста, от его первого спектакля?",0.11023675,-0.31625727,-0.23876253,4
64,106.0,1944.0,37096,"В Венгрии организовалось временное правительство, выпустившее дружественный манифест.",-0.29219738,0.11157412,-0.93714106,1
65,115.0,1917.0,123894,"Набокову, но он сразу и решительно отказался — его слишком поглотила навалившаяся на него груда дел — он был как раз занят составлением правительственного манифеста), и вот самый тон такого обычно бодрого и отзывчивого Шидловского удивил меня и огорчил.",0.15090433,-0.34715515,-0.21128267,4
66,115.0,1917.0,123947,"Утром писал плафон, но, пожалуй, в последний раз, ибо затем узнал от Рериха о новой проделке Таманова, который разразился целым клеветническим и агитационным манифестом против нас, напечатанным в утренней «Биржевке».",0.2321739,-0.3625637,-0.110522345,4
67,115.0,1917.0,124081,Читал мне сочиненный им манифест французской колонии.,0.22778206,-0.340552,-0.096177995,4
68,115.0,1918.0,124201,"Содействовал спасению картины «Иван Грозный и его сын», в газете «Русская молва» написал замечательное эссе о Репине-портретисте, и сегодня он безусловно восторгался мастерством живописца, рассматривая портреты «поры полного расцвета дарования Репина».",0.092753015,-0.4600269,-0.3886444,5
69,115.0,1923.0,124355,Вторая: чтобы я наметил более пространное эссе о деятельности АРА вообще.,0.16821662,-0.50762427,-0.34041828,3
70,115.0,1923.0,124365,С Кином я поговорил насчет заказанного Реншау эссе.,0.3198214,-0.50087816,-0.11999405,0
71,115.0,1923.0,124374,"Браза я угостил номером «Жизни искусства», в котором статьи и манифесты «левых».",0.27272442,-0.41572198,-0.10231643,4
72,115.0,1924.0,124484,"Мне не стоило особых трудов, чтобы опрокинуть весь их план и побудить — вместо нелепого и неосуществимого «трактата» — издать просто ряд эссе с выделением в отдельную часть всего справочного материала.",-0.025102114,-0.3508371,-0.43515685,2
73,118.0,1917.0,178625,"Данилов своим деловито-монотонным голосом заканчивал передачу Родзянко проекта манифеста, присланного Алексеевым и теперь уже явно никого не удовлетворяющего.",0.14867546,-0.3268644,-0.19600283,4
74,118.0,1917.0,178625,"Родзянко сообщил, что манифест запоздал, он был бы своевременным 27-го и что теперь ребром уже ставится вопрос династический — отречение в пользу сына и регентство вел.",0.138477,-0.31231025,-0.19700152,4
75,118.0,1917.0,178625,Принял из ставки с аппарата проект манифеста об отречении.,0.11987192,-0.15491953,-0.0863688,4
76,118.0,1917.0,178626,Последним актом государя в Пскове было подписание дубликата манифеста об отречении для вручения Гучкову.,0.18575703,-0.1966761,-0.028049614,4
77,118.0,1917.0,178626,"45 м., излагающую настоятельную просьбу Родзянки не допускать всеми способами опубликования манифеста.",-0.08181608,-0.2061259,-0.39226854,1
78,118.0,1917.0,178626,"В разговоре с главнокомандующим Родзянко высказал опасение, что при столь резком изменении манифеста таковой не будет принят с удовлетворением, вернее, как это потом и оказалось, им надо было выиграть время для издания такого манифеста, исходящего от вел.",0.053618178,-0.31970638,-0.31541798,7
79,118.0,1917.0,178626,"Николая Николаевича, в коем, между прочим, говорилось... «что касается вас, чудо-богатыри, сверхдоблестные витязи земли русской, то знаю, как много вы готовы отдать за благо России и престола» Это последнее слово находилось в полном противоречии с полученным манифестом вел.",0.06296484,-0.29739735,-0.28470907,6
80,118.0,1917.0,178626,"Николаю Николаевичу не была еще известна та форма, в которую выльется манифест, и он руководствовался исключительно манифестом государя.",0.034327526,-0.30820635,-0.33012268,8
81,118.0,1917.0,178626,"Вопрос этот возбудил сомнение и у Эверта<com id=""1479409874410""/>, который даже усомнился в подлинности манифеста Михаила Александровича, не скрепленного ничьей подписью.",0.1453961,-0.27725178,-0.15632582,4
82,118.0,1917.0,178627,"утра закончили все распоряжения об отпечатании и распубликовании обоих манифестов, приказа верховного, приказа главнокомандующего и его же воззвания.",-0.033033025,-0.13177031,-0.2746418,1
83,128.0,1920.0,189454,"Вашей политики я не знаю...»    
То же самое, когда я помогала социал-революционерам, Учредительному собранию (в сущности, Чернову), писала им прокламации и манифест, считая, что хочу помогать без различия всем, кто только сейчас действенно борется с большевиками...    
Дима все время был против меня.",-0.006383901,-0.3571816,-0.41866508,2
84,134.0,1966.0,82472,"Я писал и написал 3 эссе о творчестве Яковлева, Пятницкого, А. Смирнова.",0.2651711,-0.551142,-0.25660154,0
85,134.0,1967.0,82996,"Я писал каталог книг, прошедших через мои руки, Ирка хлопотала по дому, я писал эссе о магическом символизме, Янкеле спал, играл, пищал.",0.33644608,-0.49490997,-0.08761361,0
86,134.0,1968.0,83440,Написал 7 афоризмов к манифесту моего символизма.,0.12030649,-0.2863901,-0.19900928,4
87,134.0,1969.0,83743,"Взял Яшеньку из садика, и он гулял под окном дотемна, а я писал эссе о Ротенберге.",0.3339509,-0.48670137,-0.08254957,0
88,134.0,1970.0,84151,"Ирка на пару часов поехала на службу, Яшка спит, я пишу эссе.",0.35988095,-0.47881654,-0.03282913,0
89,138.0,1977.0,222224,"В разговоре с врачом царь говорит, что будет теперь жить с сыном Алексеем (по манифесту именно Алексей объявлялся наследником, а регентом Михаил, брат царя).",0.17682303,-0.32556793,-0.1555746,4
90,138.0,1980.0,222315,"И, наконец, полемическую статью<com id=""148579017214115""/> о «манифестах» и романе А. Проханова («Место действия») для «Литературной учебы».",0.16416344,-0.48926905,-0.3274668,3
91,138.0,1985.0,222465,"Сегодня купил — и очень рад — сборник публицистики (эссе) Честертона<com id=""148587091314131""/>' прочел первые страницы — о детстве— и вдруг подумал: и этот человек с таким ясным и светлым умом умер?",0.15777956,-0.4564648,-0.3039285,3
92,141.0,1938.0,74666,за проектом манифеста Александра I. В ИРЛИ — за перепискою Киселева.,0.25473955,-0.26565596,0.012618589,4
93,141.0,1938.0,74687,"В Публ[ичной] б[иблиоте]ке кончил конспектирование записок Сперанского — о к[азенных] крестьянах и о дефиците, ознакомился с манифестом 2/II 1810 г., заказал книги.",0.35906455,-0.6276887,-0.21158786,0
94,146.0,1905.0,192089,"Но вот вчера, ко всеобщему изумлению, появился первый луч новой эры, предвестник эпохи свободы, равенства и братства и для несчастной, истерзанной России манифест, дарующий впервые после стольких лет новое право на почве религиозной терпимости<com id=""148112558714237""/>.",-0.12927109,-0.32341915,-0.5279756,2
95,146.0,1906.0,192186,"В 12 часов репетиция кончилась, но домой нас не отпускали в ожидании «правительственного» манифеста о свободе сходок<com id=""148112562214557""/>.",0.25767732,-0.38095236,-0.09055057,4
96,146.0,1906.0,192186,"О<строгорский> отложил чтение манифеста на 10 января, и нас отпустили домой, предварительно задобрив завтраком, во время которого будущие студенты (длинноусые VIII-классники) деятельно обливали друг друга молоком, потому что «чирок» Рубакин силой воспрепятствовал произнесению в честь его какого-то тоста о каких— то новобрачных, что он был одним из двух... Странный вообще человек этот Рубакин!",0.20340456,-0.37459496,-0.16345167,4
97,155.0,1907.0,398196,"Слышал, как вы говорили в Васильевке, объясняли манифест.",0.18640164,-0.41850737,-0.22912383,4
98,155.0,1907.0,398196,"Припомните 1902 год, тогда еще ни войны, ни манифеста, ничего не было.",0.048455022,-0.37456027,-0.3678736,2
99,157.0,1905.0,276092,"У Думы говорили революционеры с красным знаменем, которое потом убрали, кучка единомышленников аплодировала заранее ораторам, которые толковали, что весь манифест — обман.",0.007264675,-0.29167286,-0.35023612,8
100,157.0,1905.0,276111,"Что главная цель — извести воров (всех Алешек и Володек), объявить скрытый дворянами манифест, побить жидов (почему-то это входит в самые разные программы) и рабочих, которые хотят ввести республику; а главная манера действовать — отсидеться где-нибудь в углу, пока не поставят вопроса ребром, за кого ты.",-0.026341889,-0.30486086,-0.40105522,2
101,157.0,1905.0,276137,"Сегодня вышел «манифест» всех мерзавцев<com id=""150347358214134""/>.",0.3740889,-0.4599302,0.010412899,0
102,157.0,1907.0,276557,"У Ивановых был Нувель, читали манифест поросятам.",0.429351,-0.5433005,0.0094936,0
103,157.0,1907.0,276673,"Приехавший поздно Пр<окопий> Ст<епанович> привез манифест о роспуске Думы<com id=""150347365514958""/>, но сейчас же стали толковать о коровах.",0.23997271,-0.35734683,-0.09411514,4
104,159.0,1907.0,190163,"Вот уже два года прошло со времени обнародования манифеста<com id=""1481042929146""/>, и что из этого вышло — незыблемые права народа, свобода союза, собрания и слова урезаны и притеснены, избирательный закон в Государственную думу изменен, и во всем наблюдается реакция.",-0.0327797,-0.31002066,-0.41256338,2
105,159.0,1907.0,190163,Добытый силою манифест будет и утвержден силою.,-0.11860447,-0.266161,-0.4774816,2
106,164.0,1918.0,380367,Замечательный документ — манифест Абрама Крыленко о «священной войне».,0.4586415,-0.6665557,-0.10260425,0
107,165.0,1914.0,201449,Вечером вернулась из Гельсингфорса канонерская лодка «Хивинец» и привезла газеты с манифестом об объявлении войны.,0.3496635,-0.41141316,0.021110516,4
108,165.0,1914.0,201449,Собранной на шканцах «Хабаровска» команде начальник дивизиона прочел манифест.,0.08935457,-0.039365746,-0.032178305,4
109,165.0,1914.0,201449,"Команда отнеслась к манифесту с большим воодушевлением, и ее «ура» было громче обыкновенного...    
Вернувшись в кают-компанию, погрузился в чтение газет и экстренных бюллетеней, которыми завален весь стол.",0.2229324,-0.379737,-0.14034732,4
110,165.0,1914.0,201449,С интересом прочел о манифестациях в столице и других городах.,0.1487832,-0.504107,-0.36144182,3
111,172.0,1917.0,152030,"Царь манифестом, данным 2 марта в Пскове, отрекся за себя и за сына от престола, передав его в наследие брату Михаилу; последний, в обращении к народу, написанном 3 марта в Петрограде, говорит, что он тогда примет власть, если на то будет воля народа чрез всеобщее голосование в Учредительном собрании.",0.1267297,-0.2950016,-0.19778404,4
112,177.0,1919.0,110079,"Когда я ему сообщил, как Родзянко задерживал объявление манифеста об отречении Николая, вероятно желая соединить в одно с ним отречение Михаила Алекс<андровича><com id=""14662545524272""/>, Юденич сказал: «Этого на Кавказе не было».",0.14547119,-0.2952169,-0.17213777,4
113,178.0,1931.0,38805,"Изящно, слегка под нос, он произнес «эссе», которое он мог бы произнести и в Сорбонне.",0.14490597,-0.36768198,-0.23811817,4
114,179.0,1914.0,68463,Я иду с Ниной и всё время о манифесте.,0.18684843,-0.43295115,-0.24243824,4
115,179.0,1914.0,68464,Я объявил о принятии манифеста...,0.1257703,-0.19430117,-0.111686245,4
116,179.0,1914.0,68524,"Позднее я узнал, что второе ополчение призывается не волею военного министерства, а царским манифестом, и сражается не в солдатской форме, а в своём штатском наряде.",0.09150243,-0.30985588,-0.2580767,6
117,179.0,1914.0,68541,"Вообще о призыве говорят теперь все, но называют шестое декабря: в этот день, в день Ангела, Царь издаёт манифест о нашем призыве.",0.08789459,-0.256504,-0.21712789,6
118,179.0,1927.0,70523,"Коммуниста посадили в тюрьму; но не прошло нескольких месяцев, как он вновь появился перед своей женой, освобождённый благодаря какому-то манифесту.",0.20730962,-0.3684913,-0.15211013,4
119,181.0,1914.0,204245,Торжественный молебен и чтение манифеста в Николаевском зале Зимнего дворца оставит на всех глубокое впечатление.,0.044214465,-0.05276429,-0.10654394,1
120,182.0,1903.0,270204,"— Не записал еще, что 26-го вышел манифест<com id=""150192098514314""/>.",0.21869677,-0.40969974,-0.17536005,4
121,182.0,1903.0,270204,манифеста не сопровождают никакие новые законоположения.,-0.20799476,-0.042250086,-0.57873636,1
122,182.0,1903.0,270204,"Вспоминается невольно мечтательное направление Александра I. Зенгер говорил мне, что манифест, по-видимому, написан отчасти Победоносцевым, а частью Плеве.",0.1503656,-0.2981023,-0.1678981,4
123,182.0,1903.0,270204,"Но Имп[ератрица] Александра Федоровна говорила нам, что манифест писал Государь сам, единолично.",0.15735304,-0.3111794,-0.1698633,4
124,182.0,1907.0,270957,"Днем вышел манифест о роспуске Думы, о созыве новой к 1-му ноября с[его] г[ода] и — главное об изменении избирательного закона.",0.1027291,-0.18490799,-0.13587342,4
125,182.0,1907.0,273596,"Монархисты требуют включения самодержавия, октябристы — конституционализма и манифеста 17 октября, а левые обошлись бы и вовсе без адреса.",-0.06031455,-0.18528806,-0.35056436,1
126,182.0,1908.0,273742,Вышел манифест о присоединении к православию Марии Павловны.,0.15495759,-0.21086861,-0.08467593,4
127,182.0,1912.0,348148,")* Панихиду служили домашним образом в Павловске, а предположенную в Мраморном с объявлением в газетах пришлось отложить до 31-го, так как слишком поздно пришел ответ Мосолова из Ливадии на наш запрос, можно ли объявить о панихиде до появления манифеста.",0.24910538,-0.35813206,-0.08135799,4
128,182.0,1913.0,348406,")* В «Нов<ом> Времени» от 4 января напечатан Высочайший манифест от 30 декабря: признано за благо, чтобы Миша (в<еликий> к<нязь> Мих<аил> Александр<ович>) не был Правителем в случае вступления наследника цесаревича Алексея Николаевича на престол до совершеннолетия.",0.20697035,-0.27028412,-0.06217882,4
129,182.0,1913.0,348406,"Меня смутило и взволновало не само отрешение Миши от возможности правления и взятие в опеку: это объясняется умалчиваемым и в манифесте, и в указе браком Миши.",0.06312343,-0.29745817,-0.2845553,6
130,183.0,1903.0,280250,Вечером принял по поводу проекта манифеста Плеве.,0.256477,-0.22027281,0.05549206,4
131,183.0,1903.0,280251,"Подписал манифест, который появился днем.",0.30524677,-0.3163066,0.04312615,4
132,184.0,1979.0,43693,"Тут Давид [студент] улыбнулся и сказал, что, может быть, так обстоит дело только в коммунистических странах, на что я ответил, что для меня совершенно непонятно, в чем привлекательность Маркса, этого апостола ненависти, и что я не думаю, что «Коммунистический манифест» может быть сравнен по своему содержанию с источниками конфуцианства, иудейства и христианства.",-0.0025423225,-0.35992292,-0.41639227,2
133,188.0,1964.0,66122,Обдумывал эссе об Ахматовой.,0.28068247,-0.786469,-0.54309255,3
