,diarynum,entry_id,entry_year,new_entry_type,new_name_type
83,3.0,865,1935.0,4,Professional Activity
84,3.0,865,1935.0,4,Professional Activity
85,3.0,908,1936.0,9,Judgement
86,3.0,865,1935.0,5,Publication
87,3.0,908,1936.0,9,Judgement
88,2.0,1476,1918.0,0,Form
89,3.0,865,1935.0,4,Professional Activity
90,3.0,865,1935.0,5,Publication
91,3.0,865,1935.0,5,Publication
92,3.0,908,1936.0,9,Judgement
93,3.0,733,1934.0,3,In Media
94,3.0,733,1934.0,2,Interpersonal
95,3.0,733,1934.0,2,Interpersonal
96,3.0,867,1935.0,7,Historical Fiction
97,3.0,733,1934.0,2,Interpersonal
98,3.0,867,1935.0,6,Soviet Novel
99,3.0,733,1934.0,3,In Media
100,2.0,1476,1918.0,0,Form
101,3.0,733,1934.0,2,Interpersonal
102,3.0,867,1935.0,6,Soviet Novel
103,3.0,867,1935.0,6,Soviet Novel
104,3.0,867,1935.0,6,Soviet Novel
105,3.0,733,1934.0,3,In Media
106,3.0,721,1933.0,1,Content
107,3.0,865,1935.0,5,Publication
108,2.0,1476,1918.0,0,Form
109,3.0,867,1935.0,6,Soviet Novel
110,3.0,721,1933.0,1,Content
111,3.0,865,1935.0,5,Publication
112,2.0,1476,1918.0,0,Form
113,3.0,733,1934.0,2,Interpersonal
114,3.0,867,1935.0,6,Soviet Novel
115,3.0,867,1935.0,6,Soviet Novel
116,3.0,867,1935.0,6,Soviet Novel
117,3.0,867,1935.0,6,Soviet Novel
118,2.0,1476,1918.0,0,Form
119,3.0,867,1935.0,6,Soviet Novel
120,3.0,895,1935.0,8,Literary Models
121,2.0,1476,1918.0,0,Form
122,3.0,867,1935.0,6,Soviet Novel
123,3.0,865,1935.0,4,Professional Activity
124,3.0,895,1935.0,8,Literary Models
125,2.0,1476,1918.0,0,Form
126,2.0,1476,1918.0,0,Form
127,3.0,733,1934.0,3,In Media
128,3.0,721,1933.0,1,Content
129,3.0,867,1935.0,6,Soviet Novel
130,2.0,1476,1918.0,0,Form
131,2.0,1476,1918.0,0,Form
132,3.0,895,1935.0,8,Literary Models
133,2.0,1476,1918.0,0,Form
134,3.0,865,1935.0,4,Professional Activity
135,3.0,895,1935.0,8,Literary Models
136,3.0,895,1935.0,8,Literary Models
137,3.0,733,1934.0,2,Interpersonal
138,3.0,865,1935.0,4,Professional Activity
139,3.0,721,1933.0,1,Content
140,3.0,865,1935.0,5,Publication
141,3.0,865,1935.0,5,Publication
142,3.0,895,1935.0,8,Literary Models
143,3.0,865,1935.0,4,Professional Activity
144,3.0,721,1933.0,1,Content
145,3.0,733,1934.0,2,Interpersonal
146,3.0,867,1935.0,6,Soviet Novel
147,2.0,1476,1918.0,0,Form
148,2.0,1476,1918.0,0,Form
149,3.0,895,1935.0,8,Literary Models
150,3.0,895,1935.0,8,Literary Models
151,2.0,1476,1918.0,0,Form
152,3.0,908,1936.0,9,Judgement
153,3.0,865,1935.0,5,Publication
154,3.0,865,1935.0,4,Professional Activity
155,3.0,895,1935.0,8,Literary Models
156,3.0,867,1935.0,6,Soviet Novel
157,2.0,1476,1918.0,0,Form
158,3.0,865,1935.0,4,Professional Activity
159,3.0,865,1935.0,4,Professional Activity
160,3.0,865,1935.0,4,Professional Activity
161,3.0,865,1935.0,5,Publication
162,3.0,895,1935.0,8,Literary Models
163,3.0,865,1935.0,5,Publication
164,2.0,1476,1918.0,0,Form
165,3.0,733,1934.0,2,Interpersonal
166,3.0,867,1935.0,7,Historical Fiction
167,3.0,867,1935.0,6,Soviet Novel
168,3.0,867,1935.0,6,Soviet Novel
169,3.0,865,1935.0,5,Publication
170,3.0,865,1935.0,4,Professional Activity
171,3.0,865,1935.0,4,Professional Activity
172,3.0,733,1934.0,3,In Media
173,3.0,908,1936.0,9,Judgement
174,2.0,1476,1918.0,0,Form
175,2.0,1476,1918.0,0,Form
176,3.0,895,1935.0,8,Literary Models
177,3.0,865,1935.0,5,Publication
178,3.0,867,1935.0,6,Soviet Novel
179,3.0,865,1935.0,5,Publication
180,3.0,733,1934.0,3,In Media
181,3.0,908,1936.0,9,Judgement
182,3.0,867,1935.0,6,Soviet Novel
183,3.0,867,1935.0,6,Soviet Novel
184,2.0,1476,1918.0,0,Form
185,3.0,867,1935.0,6,Soviet Novel
186,3.0,867,1935.0,6,Soviet Novel
187,2.0,1476,1918.0,0,Form
188,3.0,908,1936.0,9,Judgement
189,3.0,865,1935.0,5,Publication
190,3.0,895,1935.0,8,Literary Models
191,3.0,865,1935.0,4,Professional Activity
192,2.0,1476,1918.0,0,Form
193,3.0,721,1933.0,1,Content
194,3.0,865,1935.0,5,Publication
195,2.0,1476,1918.0,0,Form
196,3.0,867,1935.0,6,Soviet Novel
197,3.0,733,1934.0,3,In Media
198,3.0,865,1935.0,5,Publication
199,3.0,733,1934.0,3,In Media
200,3.0,865,1935.0,4,Professional Activity
201,3.0,865,1935.0,5,Publication
202,3.0,865,1935.0,4,Professional Activity
203,3.0,865,1935.0,5,Publication
204,3.0,733,1934.0,3,In Media
205,3.0,733,1934.0,2,Interpersonal
206,3.0,733,1934.0,2,Interpersonal
207,3.0,865,1935.0,4,Professional Activity
208,3.0,733,1934.0,3,In Media
209,3.0,865,1935.0,4,Professional Activity
210,3.0,865,1935.0,5,Publication
211,3.0,908,1936.0,9,Judgement
212,3.0,908,1936.0,9,Judgement
213,3.0,865,1935.0,4,Professional Activity
214,3.0,865,1935.0,5,Publication
215,3.0,865,1935.0,4,Professional Activity
216,3.0,733,1934.0,3,In Media
217,3.0,865,1935.0,5,Publication
218,3.0,867,1935.0,6,Soviet Novel
219,3.0,733,1934.0,3,In Media
220,3.0,865,1935.0,4,Professional Activity
221,3.0,865,1935.0,4,Professional Activity
222,2.0,1476,1918.0,0,Form
223,3.0,867,1935.0,6,Soviet Novel
224,3.0,733,1934.0,3,In Media
225,2.0,1476,1918.0,0,Form
226,3.0,865,1935.0,5,Publication
227,3.0,733,1934.0,2,Interpersonal
228,2.0,1476,1918.0,0,Form
229,3.0,867,1935.0,6,Soviet Novel
230,3.0,721,1933.0,1,Content
231,2.0,1476,1918.0,0,Form
232,3.0,867,1935.0,6,Soviet Novel
233,3.0,908,1936.0,9,Judgement
234,3.0,733,1934.0,3,In Media
235,3.0,895,1935.0,8,Literary Models
236,3.0,908,1936.0,9,Judgement
237,3.0,908,1936.0,9,Judgement
238,3.0,908,1936.0,9,Judgement
239,3.0,908,1936.0,9,Judgement
240,2.0,1476,1918.0,0,Form
241,3.0,865,1935.0,5,Publication
242,3.0,895,1935.0,8,Literary Models
243,2.0,1476,1918.0,0,Form
244,3.0,867,1935.0,6,Soviet Novel
245,2.0,1476,1918.0,0,Form
246,2.0,1476,1918.0,0,Form
247,3.0,867,1935.0,6,Soviet Novel
248,3.0,865,1935.0,4,Professional Activity
249,3.0,867,1935.0,6,Soviet Novel
250,3.0,865,1935.0,4,Professional Activity
251,3.0,895,1935.0,8,Literary Models
252,3.0,867,1935.0,6,Soviet Novel
253,3.0,895,1935.0,8,Literary Models
254,3.0,895,1935.0,8,Literary Models
255,3.0,733,1934.0,3,In Media
256,3.0,908,1936.0,9,Judgement
257,3.0,865,1935.0,5,Publication
258,3.0,867,1935.0,6,Soviet Novel
259,3.0,908,1936.0,9,Judgement
260,3.0,865,1935.0,5,Publication
261,3.0,865,1935.0,5,Publication
262,3.0,733,1934.0,2,Interpersonal
263,3.0,908,1936.0,9,Judgement
264,3.0,895,1935.0,8,Literary Models
265,2.0,1476,1918.0,0,Form
266,2.0,1476,1918.0,0,Form
267,3.0,733,1934.0,3,In Media
268,3.0,908,1936.0,9,Judgement
269,3.0,865,1935.0,5,Publication
270,3.0,867,1935.0,6,Soviet Novel
271,3.0,865,1935.0,5,Publication
272,3.0,721,1933.0,1,Content
273,3.0,865,1935.0,5,Publication
274,2.0,1476,1918.0,0,Form
275,3.0,908,1936.0,9,Judgement
276,3.0,867,1935.0,6,Soviet Novel
277,3.0,865,1935.0,4,Professional Activity
278,3.0,908,1936.0,9,Judgement
279,3.0,865,1935.0,5,Publication
280,2.0,1476,1918.0,0,Form
281,3.0,908,1936.0,9,Judgement
282,2.0,1476,1918.0,0,Form
283,3.0,895,1935.0,8,Literary Models
284,2.0,1476,1918.0,0,Form
285,2.0,1476,1918.0,0,Form
286,3.0,733,1934.0,3,In Media
287,3.0,865,1935.0,4,Professional Activity
288,2.0,1476,1918.0,0,Form
289,2.0,1476,1918.0,0,Form
290,3.0,865,1935.0,5,Publication
291,2.0,1476,1918.0,0,Form
292,3.0,865,1935.0,4,Professional Activity
293,3.0,895,1935.0,8,Literary Models
294,3.0,895,1935.0,8,Literary Models
295,3.0,867,1935.0,6,Soviet Novel
296,3.0,867,1935.0,6,Soviet Novel
297,3.0,865,1935.0,5,Publication
298,3.0,733,1934.0,3,In Media
299,3.0,865,1935.0,5,Publication
300,2.0,1476,1918.0,0,Form
301,3.0,865,1935.0,5,Publication
302,2.0,1476,1918.0,0,Form
303,3.0,867,1935.0,6,Soviet Novel
304,2.0,1476,1918.0,0,Form
305,3.0,895,1935.0,8,Literary Models
306,3.0,908,1936.0,9,Judgement
307,3.0,865,1935.0,4,Professional Activity
308,3.0,865,1935.0,5,Publication
309,3.0,867,1935.0,6,Soviet Novel
310,3.0,908,1936.0,9,Judgement
311,3.0,865,1935.0,4,Professional Activity
312,3.0,865,1935.0,4,Professional Activity
313,3.0,733,1934.0,3,In Media
314,3.0,733,1934.0,3,In Media
315,2.0,1476,1918.0,0,Form
316,3.0,908,1936.0,9,Judgement
317,3.0,865,1935.0,4,Professional Activity
318,3.0,733,1934.0,2,Interpersonal
319,2.0,1476,1918.0,0,Form
320,2.0,1476,1918.0,0,Form
321,3.0,865,1935.0,5,Publication
322,3.0,733,1934.0,2,Interpersonal
323,3.0,733,1934.0,2,Interpersonal
324,3.0,721,1933.0,1,Content
325,3.0,908,1936.0,9,Judgement
326,3.0,867,1935.0,6,Soviet Novel
327,3.0,908,1936.0,9,Judgement
328,2.0,1476,1918.0,0,Form
329,3.0,733,1934.0,3,In Media
330,3.0,733,1934.0,3,In Media
331,2.0,1476,1918.0,0,Form
332,3.0,895,1935.0,8,Literary Models
333,3.0,865,1935.0,5,Publication
334,3.0,733,1934.0,3,In Media
335,3.0,865,1935.0,5,Publication
336,3.0,867,1935.0,6,Soviet Novel
337,3.0,733,1934.0,2,Interpersonal
338,3.0,733,1934.0,3,In Media
339,3.0,867,1935.0,6,Soviet Novel
340,2.0,1476,1918.0,0,Form
341,3.0,908,1936.0,9,Judgement
342,3.0,865,1935.0,4,Professional Activity
343,3.0,867,1935.0,6,Soviet Novel
344,3.0,733,1934.0,3,In Media
345,3.0,865,1935.0,5,Publication
346,2.0,1476,1918.0,0,Form
347,3.0,867,1935.0,6,Soviet Novel
348,3.0,908,1936.0,9,Judgement
349,3.0,865,1935.0,5,Publication
350,3.0,733,1934.0,3,In Media
351,3.0,865,1935.0,4,Professional Activity
352,3.0,865,1935.0,5,Publication
353,2.0,1476,1918.0,0,Form
354,3.0,865,1935.0,5,Publication
355,3.0,865,1935.0,5,Publication
356,3.0,721,1933.0,1,Content
357,3.0,865,1935.0,5,Publication
358,2.0,1476,1918.0,0,Form
359,3.0,908,1936.0,9,Judgement
360,2.0,1476,1918.0,0,Form
361,3.0,865,1935.0,4,Professional Activity
362,3.0,895,1935.0,8,Literary Models
363,3.0,867,1935.0,6,Soviet Novel
364,2.0,1476,1918.0,0,Form
365,3.0,895,1935.0,8,Literary Models
366,3.0,865,1935.0,4,Professional Activity
367,3.0,865,1935.0,4,Professional Activity
368,3.0,865,1935.0,5,Publication
369,3.0,908,1936.0,9,Judgement
370,3.0,895,1935.0,8,Literary Models
371,3.0,865,1935.0,5,Publication
372,2.0,1476,1918.0,0,Form
373,3.0,733,1934.0,3,In Media
374,2.0,1476,1918.0,0,Form
375,3.0,865,1935.0,4,Professional Activity
376,2.0,1476,1918.0,0,Form
377,3.0,908,1936.0,9,Judgement
378,3.0,865,1935.0,5,Publication
379,3.0,865,1935.0,4,Professional Activity
380,3.0,733,1934.0,3,In Media
381,3.0,865,1935.0,4,Professional Activity
382,3.0,865,1935.0,4,Professional Activity
383,3.0,908,1936.0,9,Judgement
384,3.0,867,1935.0,6,Soviet Novel
385,2.0,1476,1918.0,0,Form
386,3.0,865,1935.0,4,Professional Activity
387,2.0,1476,1918.0,0,Form
388,3.0,865,1935.0,5,Publication
389,3.0,721,1933.0,1,Content
390,3.0,865,1935.0,4,Professional Activity
391,3.0,865,1935.0,5,Publication
392,3.0,865,1935.0,4,Professional Activity
393,3.0,908,1936.0,9,Judgement
394,3.0,721,1933.0,1,Content
395,3.0,865,1935.0,4,Professional Activity
396,3.0,865,1935.0,4,Professional Activity
397,3.0,865,1935.0,4,Professional Activity
398,3.0,721,1933.0,1,Content
399,3.0,865,1935.0,4,Professional Activity
400,2.0,1476,1918.0,0,Form
401,3.0,867,1935.0,7,Historical Fiction
402,2.0,1476,1918.0,0,Form
403,3.0,908,1936.0,9,Judgement
404,3.0,867,1935.0,6,Soviet Novel
405,3.0,867,1935.0,6,Soviet Novel
406,2.0,1476,1918.0,0,Form
407,3.0,908,1936.0,9,Judgement
408,3.0,865,1935.0,5,Publication
409,3.0,865,1935.0,5,Publication
410,3.0,867,1935.0,6,Soviet Novel
411,3.0,867,1935.0,6,Soviet Novel
412,3.0,867,1935.0,6,Soviet Novel
413,3.0,895,1935.0,8,Literary Models
414,3.0,867,1935.0,6,Soviet Novel
415,3.0,733,1934.0,3,In Media
416,3.0,733,1934.0,3,In Media
417,3.0,867,1935.0,6,Soviet Novel
418,3.0,867,1935.0,6,Soviet Novel
419,3.0,867,1935.0,6,Soviet Novel
420,3.0,895,1935.0,8,Literary Models
421,3.0,867,1935.0,6,Soviet Novel
422,3.0,867,1935.0,6,Soviet Novel
423,3.0,865,1935.0,5,Publication
424,3.0,733,1934.0,3,In Media
425,3.0,865,1935.0,4,Professional Activity
426,3.0,867,1935.0,6,Soviet Novel
427,3.0,865,1935.0,5,Publication
428,3.0,867,1935.0,6,Soviet Novel
429,3.0,867,1935.0,6,Soviet Novel
430,3.0,895,1935.0,8,Literary Models
431,3.0,867,1935.0,6,Soviet Novel
432,3.0,867,1935.0,6,Soviet Novel
433,3.0,867,1935.0,6,Soviet Novel
434,3.0,867,1935.0,6,Soviet Novel
435,3.0,865,1935.0,4,Professional Activity
436,3.0,865,1935.0,4,Professional Activity
437,3.0,895,1935.0,8,Literary Models
438,2.0,1476,1918.0,0,Form
439,3.0,908,1936.0,9,Judgement
440,3.0,867,1935.0,6,Soviet Novel
441,3.0,867,1935.0,6,Soviet Novel
442,2.0,1476,1918.0,0,Form
443,2.0,1476,1918.0,0,Form
444,2.0,1476,1918.0,0,Form
445,3.0,733,1934.0,3,In Media
446,3.0,895,1935.0,8,Literary Models
447,3.0,895,1935.0,8,Literary Models
448,3.0,867,1935.0,6,Soviet Novel
449,2.0,1476,1918.0,0,Form
450,3.0,867,1935.0,6,Soviet Novel
451,3.0,867,1935.0,6,Soviet Novel
452,3.0,867,1935.0,6,Soviet Novel
453,2.0,1476,1918.0,0,Form
454,3.0,733,1934.0,3,In Media
455,3.0,865,1935.0,4,Professional Activity
456,3.0,908,1936.0,9,Judgement
457,3.0,867,1935.0,6,Soviet Novel
458,3.0,865,1935.0,4,Professional Activity
459,3.0,865,1935.0,5,Publication
460,3.0,867,1935.0,6,Soviet Novel
461,3.0,867,1935.0,6,Soviet Novel
462,3.0,867,1935.0,6,Soviet Novel
463,3.0,865,1935.0,4,Professional Activity
464,3.0,895,1935.0,8,Literary Models
465,3.0,733,1934.0,3,In Media
466,3.0,867,1935.0,6,Soviet Novel
467,2.0,1476,1918.0,0,Form
468,3.0,733,1934.0,3,In Media
469,2.0,1476,1918.0,0,Form
470,3.0,867,1935.0,7,Historical Fiction
471,3.0,865,1935.0,5,Publication
472,3.0,867,1935.0,6,Soviet Novel
473,3.0,895,1935.0,8,Literary Models
474,3.0,908,1936.0,9,Judgement
475,3.0,733,1934.0,3,In Media
476,3.0,865,1935.0,5,Publication
477,3.0,865,1935.0,5,Publication
478,3.0,733,1934.0,3,In Media
479,3.0,908,1936.0,9,Judgement
480,2.0,1476,1918.0,0,Form
481,2.0,1476,1918.0,0,Form
482,3.0,733,1934.0,3,In Media
483,3.0,895,1935.0,8,Literary Models
484,2.0,1476,1918.0,0,Form
485,2.0,1476,1918.0,0,Form
486,3.0,865,1935.0,5,Publication
487,3.0,867,1935.0,6,Soviet Novel
488,3.0,865,1935.0,5,Publication
489,2.0,1476,1918.0,0,Form
490,3.0,733,1934.0,3,In Media
491,3.0,908,1936.0,9,Judgement
492,3.0,867,1935.0,6,Soviet Novel
493,3.0,895,1935.0,8,Literary Models
494,3.0,867,1935.0,6,Soviet Novel
495,3.0,867,1935.0,6,Soviet Novel
496,3.0,867,1935.0,6,Soviet Novel
497,3.0,865,1935.0,4,Professional Activity
498,3.0,867,1935.0,6,Soviet Novel
499,3.0,867,1935.0,6,Soviet Novel
500,3.0,895,1935.0,8,Literary Models
501,3.0,895,1935.0,8,Literary Models
502,3.0,867,1935.0,6,Soviet Novel
503,2.0,1476,1918.0,0,Form
504,2.0,1476,1918.0,0,Form
505,3.0,895,1935.0,8,Literary Models
506,3.0,895,1935.0,8,Literary Models
507,3.0,865,1935.0,5,Publication
508,3.0,865,1935.0,4,Professional Activity
509,3.0,908,1936.0,9,Judgement
510,3.0,733,1934.0,3,In Media
511,3.0,865,1935.0,5,Publication
512,3.0,733,1934.0,3,In Media
513,3.0,908,1936.0,9,Judgement
514,2.0,1476,1918.0,0,Form
515,3.0,867,1935.0,6,Soviet Novel
516,3.0,865,1935.0,5,Publication
517,3.0,865,1935.0,4,Professional Activity
518,2.0,1476,1918.0,0,Form
519,3.0,733,1934.0,3,In Media
520,3.0,865,1935.0,4,Professional Activity
521,2.0,1476,1918.0,0,Form
522,3.0,908,1936.0,9,Judgement
523,3.0,895,1935.0,8,Literary Models
524,3.0,895,1935.0,8,Literary Models
525,3.0,867,1935.0,6,Soviet Novel
526,3.0,908,1936.0,9,Judgement
527,2.0,1476,1918.0,0,Form
528,3.0,895,1935.0,8,Literary Models
529,3.0,733,1934.0,3,In Media
530,3.0,908,1936.0,9,Judgement
531,3.0,895,1935.0,8,Literary Models
532,3.0,867,1935.0,6,Soviet Novel
533,2.0,1476,1918.0,0,Form
534,3.0,908,1936.0,9,Judgement
535,2.0,1476,1918.0,0,Form
536,3.0,865,1935.0,5,Publication
537,2.0,1476,1918.0,0,Form
538,3.0,865,1935.0,5,Publication
539,2.0,1476,1918.0,0,Form
540,3.0,865,1935.0,5,Publication
541,3.0,865,1935.0,5,Publication
542,2.0,1476,1918.0,0,Form
543,3.0,895,1935.0,8,Literary Models
544,3.0,865,1935.0,5,Publication
545,2.0,1476,1918.0,0,Form
546,3.0,865,1935.0,5,Publication
547,2.0,1476,1918.0,0,Form
548,2.0,1476,1918.0,0,Form
549,3.0,895,1935.0,8,Literary Models
550,3.0,895,1935.0,8,Literary Models
551,2.0,1476,1918.0,0,Form
552,3.0,865,1935.0,5,Publication
553,3.0,865,1935.0,5,Publication
554,2.0,1476,1918.0,0,Form
555,2.0,1476,1918.0,0,Form
556,3.0,865,1935.0,5,Publication
557,3.0,865,1935.0,5,Publication
558,3.0,867,1935.0,6,Soviet Novel
559,2.0,1476,1918.0,0,Form
560,3.0,733,1934.0,3,In Media
561,2.0,1476,1918.0,0,Form
562,2.0,1476,1918.0,0,Form
563,2.0,1476,1918.0,0,Form
564,2.0,1476,1918.0,0,Form
565,3.0,895,1935.0,8,Literary Models
566,2.0,1476,1918.0,0,Form
567,3.0,867,1935.0,6,Soviet Novel
568,3.0,895,1935.0,8,Literary Models
569,3.0,895,1935.0,8,Literary Models
570,3.0,895,1935.0,8,Literary Models
571,3.0,865,1935.0,5,Publication
572,3.0,865,1935.0,5,Publication
573,3.0,908,1936.0,9,Judgement
574,3.0,867,1935.0,6,Soviet Novel
575,3.0,865,1935.0,5,Publication
576,3.0,908,1936.0,9,Judgement
577,2.0,1476,1918.0,0,Form
578,2.0,1476,1918.0,0,Form
579,2.0,1476,1918.0,0,Form
580,3.0,865,1935.0,5,Publication
581,3.0,865,1935.0,4,Professional Activity
582,2.0,1476,1918.0,0,Form
583,3.0,733,1934.0,2,Interpersonal
584,3.0,865,1935.0,5,Publication
585,2.0,1476,1918.0,0,Form
586,3.0,865,1935.0,5,Publication
587,3.0,865,1935.0,5,Publication
588,3.0,865,1935.0,4,Professional Activity
589,3.0,908,1936.0,9,Judgement
590,2.0,1476,1918.0,0,Form
591,3.0,865,1935.0,5,Publication
592,3.0,867,1935.0,7,Historical Fiction
593,2.0,1476,1918.0,0,Form
594,3.0,865,1935.0,5,Publication
595,3.0,865,1935.0,4,Professional Activity
596,3.0,867,1935.0,6,Soviet Novel
597,3.0,865,1935.0,5,Publication
598,3.0,867,1935.0,6,Soviet Novel
599,3.0,733,1934.0,2,Interpersonal
600,3.0,908,1936.0,9,Judgement
601,3.0,908,1936.0,9,Judgement
602,2.0,1476,1918.0,0,Form
603,3.0,865,1935.0,5,Publication
604,2.0,1476,1918.0,0,Form
605,2.0,1476,1918.0,0,Form
606,3.0,895,1935.0,8,Literary Models
607,3.0,865,1935.0,5,Publication
608,3.0,733,1934.0,3,In Media
609,2.0,1476,1918.0,0,Form
610,3.0,865,1935.0,4,Professional Activity
611,2.0,1476,1918.0,0,Form
612,3.0,865,1935.0,4,Professional Activity
613,3.0,865,1935.0,4,Professional Activity
614,3.0,895,1935.0,8,Literary Models
615,3.0,865,1935.0,5,Publication
616,3.0,895,1935.0,8,Literary Models
617,3.0,865,1935.0,5,Publication
618,3.0,865,1935.0,5,Publication
619,3.0,908,1936.0,9,Judgement
620,3.0,908,1936.0,9,Judgement
621,3.0,733,1934.0,2,Interpersonal
622,3.0,733,1934.0,2,Interpersonal
623,3.0,895,1935.0,8,Literary Models
624,3.0,865,1935.0,4,Professional Activity
625,3.0,867,1935.0,6,Soviet Novel
626,3.0,865,1935.0,4,Professional Activity
627,3.0,908,1936.0,9,Judgement
628,3.0,733,1934.0,3,In Media
629,3.0,908,1936.0,9,Judgement
630,3.0,865,1935.0,4,Professional Activity
631,3.0,721,1933.0,1,Content
632,3.0,865,1935.0,4,Professional Activity
633,3.0,865,1935.0,5,Publication
634,2.0,1476,1918.0,0,Form
635,2.0,1476,1918.0,0,Form
636,2.0,1476,1918.0,0,Form
637,3.0,908,1936.0,9,Judgement
638,3.0,865,1935.0,5,Publication
639,3.0,867,1935.0,6,Soviet Novel
640,2.0,1476,1918.0,0,Form
641,3.0,865,1935.0,5,Publication
642,3.0,865,1935.0,5,Publication
643,3.0,908,1936.0,9,Judgement
644,3.0,865,1935.0,5,Publication
645,3.0,908,1936.0,9,Judgement
646,2.0,1476,1918.0,0,Form
647,2.0,1476,1918.0,0,Form
648,3.0,865,1935.0,4,Professional Activity
649,3.0,867,1935.0,7,Historical Fiction
650,3.0,865,1935.0,5,Publication
651,3.0,867,1935.0,6,Soviet Novel
652,3.0,867,1935.0,6,Soviet Novel
653,3.0,865,1935.0,5,Publication
654,3.0,733,1934.0,3,In Media
655,3.0,865,1935.0,4,Professional Activity
656,3.0,867,1935.0,6,Soviet Novel
657,3.0,865,1935.0,5,Publication
658,3.0,733,1934.0,3,In Media
659,3.0,867,1935.0,6,Soviet Novel
660,3.0,908,1936.0,9,Judgement
661,3.0,733,1934.0,2,Interpersonal
662,3.0,733,1934.0,2,Interpersonal
663,3.0,865,1935.0,4,Professional Activity
664,3.0,865,1935.0,5,Publication
665,3.0,867,1935.0,6,Soviet Novel
666,3.0,867,1935.0,6,Soviet Novel
667,3.0,908,1936.0,9,Judgement
668,3.0,895,1935.0,8,Literary Models
669,3.0,895,1935.0,8,Literary Models
670,3.0,867,1935.0,6,Soviet Novel
671,2.0,1476,1918.0,0,Form
672,3.0,908,1936.0,9,Judgement
673,2.0,1476,1918.0,0,Form
674,2.0,1476,1918.0,0,Form
675,3.0,867,1935.0,6,Soviet Novel
676,3.0,867,1935.0,6,Soviet Novel
677,3.0,865,1935.0,5,Publication
678,2.0,1476,1918.0,0,Form
679,3.0,865,1935.0,5,Publication
680,3.0,865,1935.0,4,Professional Activity
